Z;Unit;Year;Hydrocarbon;Sector;Production source;Reason;Value
Ghana;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Fugitive;0.0
Ghana;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Incomplete-flare;0.0
Ghana;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Vented;0.0
Ghana;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Fugitive;20.118.466.666.666.600
Ghana;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Incomplete-flare;170.879
Ghana;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Vented;80.474
Ghana;Thousand tonnes;2023;Oil;Downstream;Downstream oil;Fugitive;0.0291815
Ghana;Thousand tonnes;2023;Oil;Downstream;Downstream oil;Vented;0.1711326666666666
Ghana;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Fugitive;10.577
Ghana;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Incomplete-flare;179.674
Ghana;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Vented;42.308
Ghana;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Fugitive;0.0
Ghana;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Incomplete-flare;0.0
Ghana;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Vented;0.0
Ghana;Thousand tonnes;2023;Satellite-detected large emitters;Satellite - downstream;Satellite - downstream;Fugitive;0.0
Ghana;Thousand tonnes;2023;Satellite-detected large emitters;Satellite - upstream;Satellite - upstream;Fugitive;0.0
Greenland;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Fugitive;0.0
Greenland;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Incomplete-flare;0.0
Greenland;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Vented;0.0
Greenland;Thousand tonnes;2023;Gas;Downstream;Downstream gas;Fugitive;0.0
Greenland;Thousand tonnes;2023;Gas;Downstream;Downstream gas;Vented;0.0
Greenland;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Fugitive;0.0
Greenland;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Incomplete-flare;0.0
Greenland;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Vented;0.0
Greenland;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Fugitive;0.0
Greenland;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Incomplete-flare;0.0
Greenland;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Vented;0.0
Greenland;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Fugitive;0.0
Greenland;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Incomplete-flare;0.0
Greenland;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Vented;0.0
Greenland;Thousand tonnes;2023;Oil;Downstream;Downstream oil;Fugitive;0.0
Greenland;Thousand tonnes;2023;Oil;Downstream;Downstream oil;Vented;0.0
Greenland;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Fugitive;0.0
Greenland;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Incomplete-flare;0.0
Greenland;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Vented;0.0
Greenland;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Fugitive;0.0
Greenland;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Incomplete-flare;0.0
Greenland;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Vented;0.0
Greenland;Thousand tonnes;2023;Satellite-detected large emitters;Satellite - downstream;Satellite - downstream;Fugitive;0.0
Greenland;Thousand tonnes;2023;Satellite-detected large emitters;Satellite - upstream;Satellite - upstream;Fugitive;0.0
Guinea;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Fugitive;0.0
Guinea;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Incomplete-flare;0.0
Guinea;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Vented;0.0
Guinea;Thousand tonnes;2023;Gas;Downstream;Downstream gas;Fugitive;0.0
Guinea;Thousand tonnes;2023;Gas;Downstream;Downstream gas;Vented;0.0
Guinea;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Fugitive;0.0
Guinea;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Incomplete-flare;0.0
Guinea;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Vented;0.0
Guinea;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Fugitive;0.0
Guinea;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Incomplete-flare;0.0
Guinea;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Vented;0.0
Guinea;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Fugitive;0.0
Guinea;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Incomplete-flare;0.0
Guinea;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Vented;0.0
Guinea;Thousand tonnes;2023;Oil;Downstream;Downstream oil;Fugitive;0.0
Guinea;Thousand tonnes;2023;Oil;Downstream;Downstream oil;Vented;0.0
Guinea;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Fugitive;0.0
Guinea;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Incomplete-flare;0.0
Guinea;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Vented;0.0
Guinea;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Fugitive;0.0
Guinea;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Incomplete-flare;0.0
Guinea;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Vented;0.0
Guinea;Thousand tonnes;2023;Satellite-detected large emitters;Satellite - downstream;Satellite - downstream;Fugitive;0.0
Guinea;Thousand tonnes;2023;Satellite-detected large emitters;Satellite - upstream;Satellite - upstream;Fugitive;0.0
Guinea-Bissau;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Fugitive;0.0
Guinea-Bissau;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Incomplete-flare;0.0
Guinea-Bissau;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Vented;0.0
Guinea-Bissau;Thousand tonnes;2023;Gas;Downstream;Downstream gas;Fugitive;0.0
Guinea-Bissau;Thousand tonnes;2023;Gas;Downstream;Downstream gas;Vented;0.0
Guinea-Bissau;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Fugitive;0.0
Guinea-Bissau;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Incomplete-flare;0.0
Guinea-Bissau;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Vented;0.0
Guinea-Bissau;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Fugitive;0.0
Guinea-Bissau;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Incomplete-flare;0.0
Guinea-Bissau;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Vented;0.0
Guinea-Bissau;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Fugitive;0.0
Guinea-Bissau;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Incomplete-flare;0.0
Guinea-Bissau;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Vented;0.0
Guinea-Bissau;Thousand tonnes;2023;Oil;Downstream;Downstream oil;Fugitive;0.0
Guinea-Bissau;Thousand tonnes;2023;Oil;Downstream;Downstream oil;Vented;0.0
Guinea-Bissau;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Fugitive;0.0
Guinea-Bissau;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Incomplete-flare;0.0
Guinea-Bissau;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Vented;0.0
Guinea-Bissau;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Fugitive;0.0
Guinea-Bissau;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Incomplete-flare;0.0
Guinea-Bissau;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Vented;0.0
Guinea-Bissau;Thousand tonnes;2023;Satellite-detected large emitters;Satellite - downstream;Satellite - downstream;Fugitive;0.0
Guinea-Bissau;Thousand tonnes;2023;Satellite-detected large emitters;Satellite - upstream;Satellite - upstream;Fugitive;0.0
Guyana;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Fugitive;0.0
Guyana;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Incomplete-flare;0.0
Guyana;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Vented;0.0
Guyana;Thousand tonnes;2023;Gas;Downstream;Downstream gas;Fugitive;0.0
Guyana;Thousand tonnes;2023;Gas;Downstream;Downstream gas;Vented;0.0
Guyana;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Fugitive;0.0
Guyana;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Incomplete-flare;0.0
Guyana;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Vented;0.0
Guyana;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Fugitive;0.0
Guyana;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Incomplete-flare;0.0
Guyana;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Vented;0.0
Guyana;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Fugitive;0.0
Guyana;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Incomplete-flare;0.0
Guyana;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Vented;0.0
Guyana;Thousand tonnes;2023;Oil;Downstream;Downstream oil;Fugitive;0.0201638666666666
Guyana;Thousand tonnes;2023;Oil;Downstream;Downstream oil;Vented;0.1182493333333333
Guyana;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Fugitive;13.604.933.333.333.300
Guyana;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Incomplete-flare;0.0567966666666666
Guyana;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Vented;5.441.966.666.666.660
Guyana;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Fugitive;0.0
Guyana;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Incomplete-flare;0.0
Guyana;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Vented;0.0
Guyana;Thousand tonnes;2023;Satellite-detected large emitters;Satellite - downstream;Satellite - downstream;Fugitive;0.0
Guyana;Thousand tonnes;2023;Satellite-detected large emitters;Satellite - upstream;Satellite - upstream;Fugitive;0.0
India;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Fugitive;15.764.933.333.333.300
India;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Incomplete-flare;0.0
India;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Vented;3.933.833.333.333.330
India;Thousand tonnes;2023;Gas;Downstream;Downstream gas;Fugitive;6.893.766.666.666.660
India;Thousand tonnes;2023;Gas;Downstream;Downstream gas;Vented;10.887.866.666.666.600
India;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Fugitive;49.473
India;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Incomplete-flare;0.0
India;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Vented;123.45
India;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Fugitive;6.393.666.666.666.660
India;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Incomplete-flare;0.0
India;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Vented;15.954.133.333.333.300
India;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Fugitive;3.998.533.333.333.330
India;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Incomplete-flare;3.404.833.333.333.330
India;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Vented;159.942
India;Thousand tonnes;2023;Oil;Downstream;Downstream oil;Fugitive;28.222.266.666.666.600
India;Thousand tonnes;2023;Oil;Downstream;Downstream oil;Vented;16.550.733.333.333.300
India;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Fugitive;5.955.133.333.333.330
India;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Incomplete-flare;3.703.266.666.666.660
India;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Vented;23.820.566.666.666.600
India;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Fugitive;0.0
India;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Incomplete-flare;0.0
India;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Vented;0.0
India;Thousand tonnes;2023;Satellite-detected large emitters;Satellite - downstream;Satellite - downstream;Fugitive;0.0
India;Thousand tonnes;2023;Satellite-detected large emitters;Satellite - upstream;Satellite - upstream;Fugitive;0.0
Indonesia;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Fugitive;4.322.266.666.666.660
Indonesia;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Incomplete-flare;0.0
Indonesia;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Vented;10.785.366.666.666.600
Indonesia;Thousand tonnes;2023;Gas;Downstream;Downstream gas;Fugitive;43.209
Indonesia;Thousand tonnes;2023;Gas;Downstream;Downstream gas;Vented;6.824.333.333.333.330
Indonesia;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Fugitive;6.882.733.333.333.330
Indonesia;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Incomplete-flare;0.0
Indonesia;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Vented;17.174.533.333.333.300
Indonesia;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Fugitive;0.0138071
Indonesia;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Incomplete-flare;0.0
Indonesia;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Vented;0.034453
Indonesia;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Fugitive;7.189.766.666.666.660
Indonesia;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Incomplete-flare;4.499.666.666.666.660
Indonesia;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Vented;287.591
Indonesia;Thousand tonnes;2023;Oil;Downstream;Downstream oil;Fugitive;0.7533666666666666
Indonesia;Thousand tonnes;2023;Oil;Downstream;Downstream oil;Vented;4.418.066.666.666.660
Indonesia;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Fugitive;18.454.566.666.666.600
Indonesia;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Incomplete-flare;8.629
Indonesia;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Vented;7.381.833.333.333.330
Indonesia;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Fugitive;0.0
Indonesia;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Incomplete-flare;0.0
Indonesia;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Vented;0.0
Indonesia;Thousand tonnes;2023;Satellite-detected large emitters;Satellite - downstream;Satellite - downstream;Fugitive;0.0
Indonesia;Thousand tonnes;2023;Satellite-detected large emitters;Satellite - upstream;Satellite - upstream;Fugitive;0.0
Iran;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Fugitive;70.792
Iran;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Incomplete-flare;0.0
Iran;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Vented;17.664.733.333.333.300
Iran;Thousand tonnes;2023;Gas;Downstream;Downstream gas;Fugitive;159.85
Iran;Thousand tonnes;2023;Gas;Downstream;Downstream gas;Vented;25.246.366.666.666.600
Iran;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Fugitive;2.656.383.333.333.330
Iran;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Incomplete-flare;0.0
Iran;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Vented;662.85
Iran;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Fugitive;0.0
Iran;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Incomplete-flare;0.0
Iran;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Vented;0.0
Iran;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Fugitive;38.665.333.333.333.300
Iran;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Incomplete-flare;14.631.833.333.333.300
Iran;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Vented;15.466.066.666.666.600
Iran;Thousand tonnes;2023;Oil;Downstream;Downstream oil;Fugitive;0.5914733333333333
Iran;Thousand tonnes;2023;Oil;Downstream;Downstream oil;Vented;34.686.666.666.666.600
Iran;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Fugitive;14.706.233.333.333.300
Iran;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Incomplete-flare;20.086.033.333.333.300
Iran;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Vented;588.25
Iran;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Fugitive;0.0
Iran;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Incomplete-flare;0.0
Iran;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Vented;0.0
Iran;Thousand tonnes;2023;Satellite-detected large emitters;Satellite - downstream;Satellite - downstream;Fugitive;5.3
Iran;Thousand tonnes;2023;Satellite-detected large emitters;Satellite - upstream;Satellite - upstream;Fugitive;70.0
Iraq;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Fugitive;7.593.566.666.666.660
Iraq;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Incomplete-flare;0.0
Iraq;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Vented;1.894.823.333.333.330
Iraq;Thousand tonnes;2023;Gas;Downstream;Downstream gas;Fugitive;4.450.833.333.333.330
Iraq;Thousand tonnes;2023;Gas;Downstream;Downstream gas;Vented;7.029.533.333.333.330
Iraq;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Fugitive;0.0
Iraq;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Incomplete-flare;0.0
Iraq;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Vented;0.0
Iraq;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Fugitive;0.0
Iraq;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Incomplete-flare;0.0
Iraq;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Vented;0.0
Iraq;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Fugitive;2.755.883.333.333.330
Iraq;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Incomplete-flare;8.540.300.000.000.000
Iraq;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Vented;11.023.533.333.333.300
Iraq;Thousand tonnes;2023;Oil;Downstream;Downstream oil;Fugitive;0.1128916666666666
Iraq;Thousand tonnes;2023;Oil;Downstream;Downstream oil;Vented;0.6620433333333333
Iraq;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Fugitive;0.0
Iraq;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Incomplete-flare;0.0
Iraq;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Vented;0.0
Iraq;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Fugitive;0.0
Iraq;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Incomplete-flare;0.0
Iraq;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Vented;0.0
Iraq;Thousand tonnes;2023;Satellite-detected large emitters;Satellite - downstream;Satellite - downstream;Fugitive;0.1
Iraq;Thousand tonnes;2023;Satellite-detected large emitters;Satellite - upstream;Satellite - upstream;Fugitive;14.2
Israel;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Fugitive;0.0
Israel;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Incomplete-flare;0.0
Israel;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Vented;0.0
Israel;Thousand tonnes;2023;Gas;Downstream;Downstream gas;Fugitive;4.152.466.666.666.660
Israel;Thousand tonnes;2023;Gas;Downstream;Downstream gas;Vented;6.558.333.333.333.330
Israel;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Fugitive;43.451
Israel;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Incomplete-flare;0.0
Israel;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Vented;10.842.333.333.333.300
Israel;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Fugitive;0.0
Israel;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Incomplete-flare;0.0
Israel;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Vented;0.0
Israel;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Fugitive;0.0504056666666666
Israel;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Incomplete-flare;0.0003401
Israel;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Vented;0.201623
Israel;Thousand tonnes;2023;Oil;Downstream;Downstream oil;Fugitive;0.0389043333333333
Israel;Thousand tonnes;2023;Oil;Downstream;Downstream oil;Vented;0.2281516666666666
Israel;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Fugitive;0.0
Israel;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Incomplete-flare;0.0
Israel;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Vented;0.0
Israel;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Fugitive;0.0
